,,,,,,,
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
"ESCENTRIC
MOLECULES",ESCENTRIC 04/ LUZI,LZ,EDGY SANDAL,461249,1.00KG,610,$ 167
"ESCENTRIC
MOLECULES",MOLECULE 01 / LUZI,LZ,MONO ONE,350599-A,1.00KG,330,$ 90
ESCENTRIC MOLECULES,MOLECULE 02  TOP,,MOLECULE 02  TOP,240002,1.00KG,1400,$ 382
ESCENTRIC MOLECULES,MOLECULE 02 SUPER,,MOLECULE 02 SUPER,240070,1.00KG,700,$ 191
ESCENTRIC MOLECULES,MOLECULE 03/ LUZI,LZ,MONO THREE,338812-A,1.00KG,880,$ 240
"ESCENTRIC
MOLECULES",MOLECULE 05 / LUZI,LZ,MONO FIVE,233356,1.00KG,550,$ 150
"ESCENTRIC
MOLECULES",RENEGADES/GEZA SCHOEN,LZ,BACKSLIDER,260794-A,1.00KG,550,$ 150
"ESCENTRIC
MOLECULES",H01,,H01,240237,1.00KG,1200,$ 327
ESCENTRIC MOLECULES,ESCENTRIC  05,,ESCENTRIC  05,3000266,1.00KG,1100,$ 301
ESCENTRIC MOLECULES,"ESCENTRIC,MOLECULES 01",,"ESCENTRIC,MOLECULES 01",3000267,1.00KG,330,$ 90
ESCENTRIC MOLECULES,MOLECULES 02 / TOP TR,,MOLECULES 02 / TOP TR,3000268,1.00KG,1650,$ 451
"ESCENTRIC
MOLECULES",MOLECULE 02 SUPER,,MOLECULE 02 SUPER,240070,1.00KG,700,$ 191
"ESCENTRIC
MOLECULES",MOLECULES 02 DARK / TOP TR,,MOLECULES 02 DARK / TOP TR,3000269,1.00KG,1650,$ 451
"ESCENTRIC
MOLECULES",MOLECULE 05,,MOLECULE 05,3000270,1.00KG,275,$ 75
SINGLES NOTES,AMBER GRIS,,AMBER GRIS,250312,1.00KG,275,$ 75
SINGLES NOTES,INCENSO,,INCENSO,250313,1.00KG,450,$ 123
SINGLES NOTES,KIWI,,KIWI,250314,1.00KG,275,$ 75
SINGLES NOTES,GREEN APPLE 2,,GREEN APPLE 2,250244,1.00KG,185,$ 50
SINGLES NOTES,TEA TREE,,TEA TREE,250245,1.00KG,850,$ 232
SINGLES NOTES,MAJORAM,,MAJORAM,250246,1.00KG,450,$ 123
SINGLES NOTES,SAGE,,SAGE,250174,1.00KG,850,$ 232
SINGLES NOTES,PINK PEPPER,,PINK PEPPER,250158,1.00KG,440,$ 120
SINGLES NOTES,ALDEHYDIC,,ALDEHYDIC,250159,1.00KG,1100,$ 301
SINGLES NOTES,ICE CREAM,,ICE CREAM,250160,1.00KG,1100,$ 301
SINGLES NOTES,APPLE,,APPLE,250108,1.00KG,550,$ 150
SINGLES NOTES,TONKA BEAN,,TONKA BEAN,250109,1.00KG,550,$ 150
SINGLES NOTES,MYRRH,,MYRRH,250110,1.00KG,730,$ 200
SINGLES NOTES,PEACH,,PEACH,250111,1.00KG,850,$ 232
SINGLES NOTES,APRICOT,,APRICOT,250112,1.00KG,550,$ 150
SINGLES NOTES,GINGER,,GINGER,250113,1.00KG,1000,$ 273
SINGLES NOTES,CARAMEL,,CARAMEL,240066,1.00KG,200,$ 55
SINGLES NOTES,BLACK COFEE,,BLACK COFEE,240061,1.00KG,200,$ 55
SINGLES NOTES,LAUNDRY,,LAUNDRY,240036,1.00KG,200,$ 55
SINGLES NOTES,FRESH FIG,,FRESH FIG,240037,1.00KG,200,$ 55
SINGLES NOTES,GREEN TEA,,GREEN TEA,240524,1.00KG,200,$ 55
SINGLES NOTES,MANGO OIL,,MANGO OIL,240864,1.00KG,275,$ 75
SINGLES NOTES,TURKISH ROSE,,TURKISH ROSE,240884,1.00KG,330,$ 90
SINGLES NOTES,SWISS WARD,,SWISS WARD,240885,1.00KG,350,$ 96
SINGLES NOTES,BUKHOOR OIL,,BUKHOOR OIL,240882,1.00KG,330,$ 90
SINGLES NOTES,AHMEDLIZA,,AHMEDLIZA,240851,1.00KG,300,$ 82
SINGLES NOTES,CAESER,,CAESER,240852,1.00KG,350,$ 96
SINGLES NOTES,MAGHRIBHI,,MAGHRIBHI,240853,1.00KG,330,$ 82
SINGLES NOTES,MARASIL,,MARASIL,240854,1.00KG,600,$ 164
SINGLES NOTES,NOORA,,NOORA,240855,1.00KG,330,$ 90
SINGLES NOTES,OYUNY,,OYUNY,240856,1.00KG,330,$ 90
SINGLES NOTES,BAKHOOR,,BAKHOOR,240850,1.00KG,350,$ 96
SINGLES NOTES,WOOD,,WOOD,240789,1.00KG,450,$ 123
SINGLES NOTES,VANILLA,,VANILLA,240771,1.00KG,250,$ 68
SINGLES NOTES,WHITE ROSE,,WHITE ROSE,240772,1.00KG,350,$ 96
SINGLES NOTES,RED ROSE,,RED ROSE,240773,1.00KG,350,$ 96
SINGLES NOTES,DOVE,,DOVE,240774,1.00KG,200,$ 55
SINGLES NOTES,SANDAL WOOD,,SANDAL WOOD,240775,1.00KG,300,$ 82
SINGLES NOTES,AMBER,,AMBER,240776,1.00KG,350,$ 96
SINGLES NOTES,TOBACCO,,TOBACCO,240777,1.00KG,550,$ 150
SINGLES NOTES,JHONSONS,,JHONSONS,240778,1.00KG,350,$ 96
SINGLES NOTES,PATCHOULI OIL TOP,,PATCHOULI OIL TOP,240779,1.00KG,700,$ 191
SINGLES NOTES,VETIVER  TOP,,VETIVER  TOP,240782,1.00KG,900,$ 246
SINGLES NOTES,CHOCOLATE TOP,,CHOCOLATE TOP,240783,1.00KG,700,$ 191
SINGLES NOTES,CHOCOLATE,,CHOCOLATE,240849,1.00KG,200,$ 55
SINGLES NOTES,MANDARIN,,MANDARIN,240784,1.00KG,700,$ 191
SINGLES NOTES,SAFFRON,,SAFFRON,240785,1.00KG,700,$ 191
SINGLES NOTES,SANDAL ROSE,,SANDAL ROSE,240787,1.00KG,350,$ 96
SINGLES NOTES,YLAN YLANG,,YLAN YLANG,240788,1.00KG,500,$ 137
SINGLES NOTES,HONEY,,HONEY,240480,1.00KG,250,$ 68
SINGLES NOTES,TUSCANO LEATHER,,TUSCANO LEATHER,240481,1.00KG,330,$ 90
SINGLES NOTES,BLACK OUD,,BLACK OUD,240482,1.00KG,550,$ 150
SINGLES NOTES,LILY OF THE VALLEY,,LILY OF THE VALLEY,240370,1.00KG,350,$ 96
SINGLES NOTES,FRANCKINSENCE,,FRANCKINSENCE,240369,1.00KG,350,$ 96
SINGLES NOTES,ROSEMARY TOP,,ROSEMARY TOP,240459,1.00KG,550,$ 150
SINGLES NOTES,EUKALYPTUS,,EUKALYPTUS,240458,1.00KG,275,$ 75
SINGLES NOTES,LAVENDER OIL,,LAVENDER OIL,240454,1.00KG,275,$ 75
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
SINGLES NOTES,BERGAMOT,,BERGAMOT,240456,1.00KG,275,$ 75
SINGLES NOTES,LEATHER,,LEATHER,240366,1.00KG,350,$ 96
SINGLES NOTES,STAR ANISE OIL,,STAR ANISE OIL,3000272,1.00KG,275,$ 75
SINGLES NOTES,CHAMOMILE OIL TOP,,CHAMOMILE OIL TOP,240883,1.00KG,330,$ 90
SINGLES NOTES,ORANGE OIL  TOP,,ORANGE OIL TOP,240364,1.00KG,275,$ 75
SINGLES NOTES,GRAPEFRUIT OIL TOP,,GRAPEFRUIT OIL TOP,240365,1.00KG,350,$ 96
SINGLES NOTES,CINNAMON OIL,,CINNAMON OIL,240367,240367,220,$ 60
SINGLES NOTES,CLOVE OIL,,CLOVE OIL,240368,1.00KG,275,$ 75
SINGLES NOTES,CLARY SAGE,,CLARY SAGE,3000274,1.00KG,275,$ 75
SINGLES NOTES,PEPPER MINT OIL,,PEPPER MINT OIL,240453,1.00KG,275,$ 75
SINGLES NOTES,NEROLI TOP,,NEROLI TOP,240455,1.00KG,550,$ 150
SINGLES NOTES,PATCHOULY&VETIVER TOP,,PATCHOULY&VETIVER TOP,240457,1.00KG,1600,$ 437
SINGLES NOTES,VETIVER OIL,,VETIVER OIL,3000275,1.00KG,880,$ 240
ESSENTIAL,ORANGE X SANTAL,,ORANGE X SANTAL,250487,1.00KG,1100,$ 301
ESSENTIAL,BOIS IMPERIAL EXTRAIT,,BOIS IMPERIAL EXTRAIT,250004,1.00KG,1100,$ 301
ESSENTIAL,BOIS IMPERIAL,,BOIS IMPERIAL,240225,1.00KG,1600,$ 437
EX NIHILO,BLUE TALISMAN EXTRAIT DE PARFUME,,"BLUE TALISMAN EXTRAIT DE
PARFUME",250253,1.00KG,990,$ 270
EX NIHILO,GENERATIONS,,GENERATIONS,250121,1.00KG,1000,$ 273
EX NIHILO,SPIKY MUSE,,SPIKY MUSE,240997,1.00KG,700,$ 191
EX NIHILO,CHANDIGRAH EXPRESS,,CHANDIGRAH EXPRESS,240380,1.00KG,750,$ 205
EX NIHILO,HEDONIST,,HEDONIST,240195,1.00KG,1500,$ 409
EX NIHILO,AMBER SKY,LZ,BALSAMIC HEAVEN,503555,1.00KG,550,$ 150
EX NIHILO,CITIZEN X,LZ,THRILLER,339452,1.00KG,610,$ 167
EX NIHILO,FLEUR NARCOTIQUE TOP,,FLEUR NARCOTIQUE,240096,1.00KG,700,$ 191
EX NIHILO,FLEUR NARCOTIQUE,LZ,ALASKO,502536,1.00KG,550,$ 150
EX NIHILO,FLEUR NARCOTIQUE,LZ,ALASKO,502536-T,1.00KG,660,$ 180
EX NIHILO,FRENCH AFFAIR,LZ,NAPOLEON,503471,1.00KG,940,$ 257
EX NIHILO,LOVE SHOT,LZ,CUPID ARROW,461200-A,1.00KG,440,$ 120
EX NIHILO,SUBLIME ESSENCE OUD,LZ,GENTLE WOOD,339467,1.00KG,610,$ 167
EX NIHILO,SWEET MORPHINE,LZ,DULCET DESIRE,339198,1.00KG,610,$ 167
EX NIHILO,VENENUM KISS,LZ,LORDI,503527,1.00KG,610,$ 167
EX NIHILO,VETIVER MOLOKO,LZ,SILKY WAY,233998,1.00KG,720,$ 197
EX NIHILO,FLEUR NARCOTIQUE LOVE,LZ,ALASKO IN RED,503779,1.00KG,390,$ 107
EX NIHILO,"FLEUR NARCOTIQUE
BLOSSOM",LZ,ALASKO OF CALABRIA,503892,1.00KG,720,$ 197
EX NIHILO,EMERALD ROYALS,LZ,BERYLL,503994-T,1.00KG,800,$ 219
EX NIHILO,FLEUR NARCOTIQUE EXTRAIT DE,LZ,ALASKO OF LORRAINE,504017-T,1.00KG,1300,$ 355
EX NIHILO,VENENUM KISS TOP,LZ,LORDI,503527-T,1.00KG,1100,$ 301
EX NIHILO,IDLE HOUR,LZ,TIME FOR MYSELF,504059-T,1.00KG,1050,$ 287
EX NIHILO,SANTAL CALLING,LZ,BIOS LACTE,580279,1.00KG,1230,$ 336
EX NIHILO,LUST IN PARADISE,,LUST IN PARADISE,250122,1.00KG,1000,$ 273
EX NIHILO,BLUE TALISMAN,,BLUE TALISMAN,240023,1.00KG,950,$ 260
EX NIHILO,ATLAS FEVER,,ATLAS FEVER,3000276,1.00KG,275,$ 75
EX NIHILO,EXPLICITE,,EXPLICITE,3000277,1.00KG,275,$ 75
EXCESS - B,EXCESS -B,,EXCESS -B,3000278,1.00KG,275,$ 75
EXCESS -C,EXCESS -C,,EXCESS -C,3000279,1.00KG,220,$ 60
FRENCH AVENUE,ATLANTIS EXTRAIT,,ATLANTIS EXTRAIT,250266,1.00KG,850,$ 232
FUGAZZI,PASSIONEFROUDH,,PASSIONEFROUDH,250456,1.00KG,550,$ 150
FUGAZZI,VANILLA HAZE BODY MIST,,VANILLA HAZE BODY MIST,250337,1.00KG,850,$ 232
FUGAZZI,BORNTOSTANDOUT R,,BORNTOSTANDOUT R,250336,1.00KG,1500,$ 409
FUGAZZI,MAGIC MANGO,,MAGIC MANGO,250209,1.00KG,550,$ 150
FUGAZZI,SUGARDADDY,,SUGARDADDY,240857,1.00KG,850,$ 232
DRIES VAN NOTEN,FLEUR DU MAL,,FLEUR DU MAL,240517,1.00KG,1300,$ 355
DRIES VAN NOTEN,ROCK THE MYRRH,,ROCK THE MYRRH,250333,1.00KG,1100,$ 301
FEBREJ,BRUT,LZ,BLAINE,237906-A,1.00KG,450,$ 123
FERRARI,FERRARI RED,,FERRARI RED,3000280,1.00KG,275,$ 75
FIDJI,FIDJI,,FIDJI,3000281,1.00KG,275,$ 75
FIDJI,FIDJI TOP,,FIDJI TOP,3000282,1.00KG,330,$ 90
GLAXOLIDE,GLAXOLIDE,,GLAXOLIDE,2779,1.00KG,250,$ 68
ISO E SUPER,ISO E SUPER,,ISO E SUPER,2780,1.00KG,275,$ 75
FIXATIVE,FIXATIVE TOP,,FIXATIVE TOP,2778,1.00KG,550,$ 150
FIXATIVE,FIXATIVE,,FIXATIVE,2777,1.00KG,250,$ 68
FLORAIKU,ONE UMBRELLA FOR TWO,LZ,PARASON,354015,1.00KG,720,$ 197
FLY EMIRATES,FLY EMIRATES,LZ,LEMON SCENT,462387,1.00KG,275,$ 75
FOGG,FOGG PARADISE,,FOGG PARADISE,3000283,1.00KG,275,$ 75
FRAGRANCE DU,RUDE CHERRY,,RUDE CHERRY,250264,1.00KG,1100,$ 301
FRAGRANCE DU,LUCIUS,,LUCIUS,250178,1.00KG,1100,$ 301
FRAGRANCE DU,TROPIQUES,,TROPIQUES,250179,1.00KG,1100,$ 301
FRAGRANCE DU,RUDE OUD,,RUDE OUD,250123,1.00KG,1100,$ 301
FRAGRANCE DU,SANTAL COMPLET,,SANTAL COMPLET,3000284,1.00KG,450,$ 123
FRAGRANCE DU,ZEST MARTIN,,ZEST MARTIN,3000285,1.00KG,275,$ 75
FRAGRANCE ONE,ONE DATE FOR MEN,,ONE DATE FOR MEN,240694,1.00KG,1500,$ 409
FRAGRANCE ONE,OFFICE FOR MEN TOP,,OFFICE FOR MEN TOP,240519,1.00KG,1900,$ 519
FRAGRANCE ONE,OFFICE FOR MEN,,OFFICE FOR MEN,240060,1.00KG,850,$ 232
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
FRANCK BOCLET,COCAINE LUZI,LZ,YEYO,503597,1.00KG,440,$ 120
FRANCK BOCLET,SUGAR,LZ,JUST SWEET,233780,1.00KG,310,$ 85
FRANCK OLIVIER,"FRANCK OLIVIER EAU DE PARFUME
WOMAN",,"FRANCK OLIVIER EAU DE PARFUME
WOMAN",250485,1.00KG,700,$ 191
FRANCK OLIVIER,AMBER,LZ,ORIENTAL PARIS,260933,1.00KG,500,$ 137
FRANCK OLIVIER,GIORGIA MIDNIGHT,LZ,PARTY IN PARIS,461650,1.00KG,530,$ 145
FRANCK OLIVIER,GIORGIA WOMEN,LZ,DAY IN PARIS,339678,1.00KG,420,$ 115
FRANCK OLIVIER,OUD TOUCH,LZ,OUD TEMPTATION,339061,1.00KG,610,$ 167
FRANCK OLIVIER,SUN JAVA INTENSE,LZ,GIGOLO IN PARIS,503660,1.00KG,420,$ 115
FRANGIPANI,MKT FRANGIPANI,,MKT FRANGIPANI,3000286,1.00KG,390,$ 107
FREDERIC MALLE,HOPE,,HOPE,250057,1.00KG,1500,$ 409
FREDERIC MALLE,PORTRAIT OF A LADY 15TH ANNIVERSARY,,PORTRAIT OF A LADY 15TH ANNIVERSARY,240974,1.00KG,1500,$ 409
FREDERIC MALLE,ACNE STUDIO,,ACNE STUDIO,240615,1.00KG,1900,$ 519
FREDERIC MALLE,CARNAL FLOWER,,CARNAL FLOWER,240334,1.00KG,1300,$ 355
FREDERIC MALLE,UNCUT GEM,LZ,CHARISMATIC JEWELER,2340000-A,1.00KG,750,$ 205
FREDERIC MALLE,ROSE TONNERRE,LZ,STROM OF FLOWERS,680351-A,1.00KG,800,$ 219
FREDERIC MALLE,LIPSTICK ROSE,LZ,HANDBAG ESSENTIAL,503675,1.00KG,550,$ 150
FREDERIC MALLE,PROMISE,LZ,WAEAD,461637,1.00KG,530,$ 145
FREDERIC MALLE,PROMISE,LZ,WAEAD,461637-C,1.00KG,430,$ 117
FREDERIC MALLE,THE MOON,LZ,THE EAGLE HAS LANDED,461680-A,1.00KG,600,$ 164
FREDERIC MALLE,THE MOON,LZ,THE EAGLE HAS LANDED,461680-B,1.00KG,420,$ 115
FREDERIC MALLE,THE NIGHT,LZ,MOONLIGHT,232934-T,1.00KG,2420,$ 661
FREDERIC MALLE,PORTRAIT OF A LADY,LZ,MONA LISA,502534,1.00KG,1760,$ 481
FREDERIC MALLE,MUSC RAVAGEUR,,MUSC RAVAGEUR,240044,1.00KG,1080,$ 295
FREDERIC MALLE,EAU DE MAGNOLIA,,EAU DE MAGNOLIA,3000287,1.00KG,830,$ 227
FREDERIC MALLE,THE NIGHT/ ATTAR LAIL,,THE NIGHT/ ATTAR LAIL,3000288,1.00KG,2750,$ 751
FRUIT DUKHAN,FRUIT DUKHAN,LZ,YELLOW FRUIT DUKHAN,354180,1.00KG,450,$ 123
FRUITY,WATERMELON,,WATERMELON,250157,1.00KG,295,$ 80
FRUITY,CARDAMOM,,CARDAMOM,240786,1.00KG,450,$ 123
FRUITY,MANGO/LUZI,LZ,MANGOS,943514-B,1.00KG,200,$ 75
FRUITY,STRAWBERRY,,STRAWBERRY,240460,1.00KG,275,$ 75
FRUITY,BANANA,,BANANE,3000289,1.00KG,200,$ 55
FRUITY,CANTALUPE,,CANTALUPE,240463,1.00KG,200,$ 55
FRUITY,CHERRY,,CHERRY,240461,1.00KG,220,$ 60
FRUITY,COCONUT,,COCONUT,240464,1.00KG,220,$ 60
FRUITY,FRESH LEMON,,FRESH LEMON,240465,1.00KG,220,$ 60
FRUITY,LEMON CCT,,LEMON CCT,3000290,1.00KG,220,$ 60
FRUITY,LEMON GR,,LEMON GR,3000291,1.00KG,200,$ 55
FRUITY,MANGO IND,,MANGO IND,3000292,1.00KG,275,$ 75
FRUITY,MASMOOM / FAWAKIE TOP,,MASMOOM / FAWAKIE TOP,240780,1.00KG,350,$ 96
FRUITY,PEACH,,PEACH,240781,1.00KG,200,$ 55
FRUITY,PINEAPPLE TOP,,PINEAPPLE TOP,240462,1.00KG,275,$ 75
FRUITY,STRAWBERRY ICE CREAM,,STRAWBERRY ICE CREAM,3000295,1.00KG,200,$ 55
FRUITY,TUTTI FRUITY,,TUTTI FRUITY,3000296,1.00KG,200,$ 55
FRUITY,VANILLA COCONUT,,VANILLA COCONUT,3000297,1.00KG,200,$ 55
FRUITY,VANILLA GR,,CREAM & VANILLA,3000298,1.00KG,250,$ 68
FULL,ATTAR FULL,,ATTAR FULL,3000299,1.00KG,250,$ 68
GLOSSIER,GLOSSIER YOU FLEUR,,GLOSSIER YOU FLEUR,250446,1.00KG,850,$ 232
GLOSSIER,GLOSSIER YOU 2017,,GLOSSIER YOU 2017,250452,1.00KG,700,$ 191
GISADA,AMBASSADORA GOLD,,AMBASSADORA GOLD,250466,1.00KG,850,$ 232
GISADA,TITANIUM,,TITANIUM,250124,1.00KG,1100,$ 301
GISADA,AMBASSADOR MEN TOP,,AMBASSADOR MEN TOP,240768,1.00KG,1300,$ 355
GISADA,AMBASSADOR MEN,,AMBASSADOR MEN,240879,1.00KG,900,$ 245
GIARDINI DI,BORABORA,,BORABORA,240790,1.00KG,1200,$ 327
GIARDINI DI,ROSSO RUBINO,,ROSSO RUBINO,240561,1.00KG,850,$ 232
GIARDINI DI,BIANCO ORO,,BIANCO ORO,240560,1.00KG,1100,$ 301
GIARDINI DI,CELESTE,,CELESTE,240559,1.00KG,850,$ 232
GIARDINI DI,BIANCO LATTE SUPER,,BIANCO LATTE SUPER,240521,1.00KG,350,$ 96
GIARDINI DI,BIANCO LATTE,,BIANCO LATTE,240189,1.00KG,700,$ 191
GERANIUM BST,GERANIUM BST,,GERANIUM BST,3000300,1.00KG,275,$ 75
GIORGIO ARMANI,"ROSE MILANO SOIE DE
NACRE",LZ,PERFECT SYMPHONY,701859-A,1.00KG,430,$ 117
GENYM,PAINTER TOP,,PAINTER TOP,240632,1.00KG,1100,$ 301
GENYM,PAINTER,,PAINTER,240244,1.00KG,950,$ 260
GISSAH,HELEN LEGACY,,HELEN LEGACY,250406,1.00KG,850,$ 232
GISSAH,VOILA,,VOILA,250027,1.00KG,700,$ 191
GISSAH,LA LUNA,,LA LUNA,240926,1.00KG,1300,$ 355
GISSAH,MAVRO,,MAVRO,240887,1.00KG,850,$ 232
GISSAH,HUDSON II,,HUDSON II,240741,1.00KG,550,$ 150
GISSAH,SANAD,,SANAD,240687,1.00KG,700,$ 191
GISSAH,AKOYA TOP,,AKOYA TOP,240686,1.00KG,1400,$ 382
GISSAH,AKOYA SUPER,,AKOYA SUPER,250001,1.00KG,850,$ 232
GISSAH,MONTANA,,MONTANA,240542,1.00KG,700,$ 191
GISSAH,HELEN EDP,,HELEN EDP,240541,1.00KG,550,$ 150
GISSAH,HUDSON VALLEY,,HUDSON VALLEY,240540,1.00KG,700,$ 191
GISSAH,SORA LEGEND OF THE SKY 2,,SORA LEGEND OF THE SKY 2,240484,1.00KG,700,$ 191
GISSAH,"ELLORA LEGEND OF THE SKY
2",,"ELLORA LEGEND OF THE
SKY 2",240485,1.00KG,700,$ 191
GISSAH,SAHARA,,SAHARA,240259,1.00KG,700,$ 191
GISSAH,OASIS,,OASIS,240260,1.00KG,700,$ 191
GISSAH,ORYX,,ORYX,240297,1.00KG,700,$ 191
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
GISSAH,IMPERIAL VELLEY TOP,,IMPERIAL VALLEY,240092,1.00KG,950,$ 260
GISSAH,IMPERIAL VALLEY SUPER,,IMPERIAL VALLEY SUPER,240981,1.00KG,275,$ 75
GISSAH,ONE & ONLY TOP,,ONE & ONLY TOP,240616,1.00KG,700,$ 191
GISSAH,ONE & ONLY,,ONE & ONLY,240146,1.00KG,450,$ 123
GISSAH,CALABRIA,LZ,CALAB YS,344149-A,1.00KG,450,$ 123
GISSAH,ASTRA MUSK,,ASTRA MUSK,43QRE34,1.00KG,1400,$ 382
GISSAH,LUNAR MUSK,,LUNAR MUSK,240906,1.00KG,1300,$ 355
GISSAH,IMPERIAL II,,IMPERIAL II,3000301,1.00KG,1100,$ 301
GIVAUDAN,BANAFSAY,LZ,BANDANA,349459,1.00KG,550,$ 150
GIVENCHY,EAUDEMOISELLE,,EAUDEMOISELLE,250484,1.00KG,730,$ 232
GIVENCHY,GENTLMAN SOCIETY EAU DE PARFUM AMBRE,,GENTLMAN SOCIETY EAU DE PARFUM AMBRE,250430,1.00KG,550,$ 150
GIVENCHY,IRRESISTABLE NECTER EDP,,IRRESISTABLE NECTER EDP,250373,1.00KG,700,$ 191
GIVENCHY,IRRESISTABLE,,IRRESISTABLE,250140,1.00KG,850,$ 232
GIVENCHY,FANTASQUE,,FANTASQUE,240973,1.00KG,850,$ 232
GIVENCHY,PLAY INTENSE,,PLAY INTENSE,240920,1.00KG,700,$ 191
GIVENCHY,GARCON MANQUE,,GARCON MANQUE,240888,1.00KG,850,$ 232
GIVENCHY,GENTLEMAN SOCIETY,,GENTLEMAN SOCIETY,240151,1.00KG,1100,$ 301
GIVENCHY,AMARIGE,LZ,CONCORD,921732,1.00KG,720,$ 197
GIVENCHY,L' INTERDIT ( 2018 ),,L' INTERDIT ( 2018 ),240167,1.00KG,600,$ 164
GIVENCHY,L' INTERDIT ( 2018 ),LZ,TEMPTATION,233637,1.00KG,580,$ 158
GIVENCHY,AMARIGE,LZ,"ROMANCE, SENSUALITY",353434,1.00KG,275,$ 75
GIVENCHY,L'INTERDIT EAU DE PARFUM,LZ,STRONG TEMPTATION,233443,1.00KG,550,$ 150
GIVENCHY,L' INTERDIT EDP ROUGE,,L' INTERDIT EDP ROUGE,240166,1.00KG,580,$ 158
GIVENCHY,L' INTERDIT EDP ROUGE,LZ,PROHIBITED PASSION,503923,1.00KG,700,$ 191
GIVENCHY,GENTLEMAN TOP,,GENTLEMAN,240105,1.00KG,800,$ 218
GIVENCHY,ABSOLUTELY,,ABSOLUTELY,3000302,1.00KG,275,$ 75
GIVENCHY,AMARAGE,,AMARAGE,3000303,1.00KG,275,$ 75
GIVENCHY,EAU DE MOISELLE,,EAU DE MOISELLE,3000304,1.00KG,275,$ 75
GIVENCHY,GIVENCHY BLUE LEBLE,,GIVENCHY BLUE LEBLE,3000305,1.00KG,275,$ 75
GIVENCHY,GIVENCHY PLAY WOMAN,,GIVENCHY PLAY WOMAN,3000306,1.00KG,275,$ 75
GIVENCHY,HOT COUTURE,,HOT COUTURE,3000307,1.00KG,275,$ 75
GIVENCHY,ONLY GENTLEMAN,,ONLY GENTLEMAN,3000308,1.00KG,275,$ 75
GIVENCHY,PI GIVENCHY,,PI GIVENCHY,3000309,1.00KG,275,$ 75
GIVENCHY,GENTLEMAN RESERVE PRIVEE,,GENTLEMAN RESERVE PRIVEE,3000310,1.00KG,275,$ 75
GOLDEN DUST,GOLDEN DUST TOP,,GOLDEN DUST TOP,250434,1.00KG,440,$ 120
GOLDEN DUST,GOLDEN DUST,LZ,GOLDEN DUST,342245,1.00KG,290,$ 79
GOLDFIELD & BANKS,PACIFIC ROCK FLOWER,,PACIFIC ROCK FLOWER,250488,1.00KG,1100,$ 301
GOLDFIELD & BANKS,BOHEMIAN LIME,,BOHEMIAN LIME,240514,1.00KG,1000,$ 273
GOLDFIELD & BANKS,SILKY WOODS ELIXIR,,SILKY WOODS ELIXIR,240296,1.00KG,1300,$ 355
GOLDFIELD & BANKS,SILKY WOODS,,SILKY WOODS,240217,1.00KG,700,$ 191
GOLDFIELD & BANKS,INGENIOUS GINGER,,INGENIOUS GINGER,240863,1.00KG,1200,$ 327
GRITTI,MANGO AOUD,,MANGO AOUD,240647,1.00KG,850,$ 232
GRITTI,TUTU,LZ,MARBLE QUEEN,462343,1.00KG,550,$ 150
GUCCI,FLORA GORGEOUS GARDENIA INTENSE,,"FLORA GORGEOUS GARDENIA
INTENSE",250273,1.00KG,850,$ 232
GUCCI,BLOOM INTENSE,,BLOOM INTENSE,250186,1.00KG,550,$ 150
GUCCI,THE HEART OF LEO,,THE HEART OF LEO,250170,1.00KG,1500,$ 409
GUCCI,BY,,BY,250006,1.00KG,700,$ 191
GUCCI,INTENSE OUD  TOP,,INTENSE OUD  TOP,240728,1.00KG,800,$ 218
GUCCI,TEARS FROM THE MOON,,TEARS FROM THE MOON,240472,1.00KG,900,$ 245
GUCCI,ENVY FOR MEN,,ENVY FOR MEN,240339,1.00KG,580,$ 158
GUCCI,POUR HOMME,,POUR HOMME,240335,1.00KG,700,$ 191
GUCCI,FLORA GORGEOUS ORCHID,,FLORA GORGEOUS ORCHID,240310,1.00KG,700,$ 191
GUCCI,FLORA GORGEOUS JASMINE,,FLORA GORGEOUS JASMINE,240306,1.00KG,700,$ 191
GUCCI,"FLORA GORGEOUS
GARDENIA",,"FLORA GORGEOUS
GARDENIA",240280,1.00KG,650,$ 178
GUCCI,A MIDNIGHT STROLL,LZ,HIKING TO THE MOON,354132,1.00KG,680,$ 186
GUCCI,A REASON TO LOVE TOP,LZ,SHAKESPEARE IN LOVE,344154-T,1.00KG,900,$ 246
GUCCI,RUSH MAN,,RUSH MAN,240878,1.00KG,580,$ 158
GUCCI,GUCCI RUSH WOMAN TOP,,GUCCI RUSH WOMAN TOP,240420,1.00KG,850,$ 232
GUCCI,THE VOIC OF SNAKE,LZ,SIR HISS,461634-C,1.00KG,350,$ 96
GUCCI,BLOOM LZ,LZ,VINTAGE FLOWER,503419,1.00KG,660,$ 180
GUCCI,BLOOM,,BLOOM,250323,1.00KG,450,$ 123
GUCCI,BLOOM LZ,LZ,VINTAGE FLOWER,503419-A,1.00KG,550,$ 150
GUCCI,FLORA TOP,,FLORA TOP,240304,1.00KG,580,$ 158
GUCCI,GUCCI FLORA,LZ,ABLOOM,338315-B,1.00KG,275,$ 75
GUCCI,THE LAST DAY OF SUMMER EAU,LZ,PROMISED DAY,160196,1.00KG,550,$ 150
