,,,,,,,
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
PARFUMES DE,DELINA EXCLUSIF TOP,,DELINA EXCLUSIF TOP,3000564,1.00KG,1075,$ 293
PARFUMES DE,DELINA EXCLUSIF,,DELINA EXCLUSIF,240046,1.00KG,700,$ 191
PARFUMES DE,SEDLEY TOP,,SEDLEY TOP,240302,1.00KG,1100,$ 301
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
PARFUMES DE,SEDLEY,LZ,SAMOTA,503864,1.00KG,650,$ 178
PARFUMS DE,SHAGYA,LZ,SPADAR,261092-T,1.00KG,720,$ 197
PARFUMS DE,SEDBURY,LZ,KVETKA,680247-XX,1.00KG,620,$ 169
PARFUMS DE,DARCY,LZ,ROYAL EQUESTRIAN YS,694434,1.00KG,490,$ 134
PARFUMS DE,SFAND,LZ,RANAK,233560,1.00KG,620,$ 169
PARFUMS DE,OAJAN,LZ,ADEN,233522,1.00KG,520,$ 142
PARFUMS DE,NISEAN,LZ,VOKA YS,694430,1.00KG,730,$ 199
PARFUMS DE,MELIORA,LZ,ZENITH,353760,1.00KG,350,$ 96
PARFUMS DE,GALLOWAY,LZ,ROYAL ASCOT YS,694431,1.00KG,720,$ 197
PARFUMS DE,VALAYA,LZ,SPIRIT OF FEMINACY,336329,1.00KG,650,$ 178
PARFUMS DE,VALAYA TOP,,VALAYA TOP,240573,1.00KG,1500,$ 409
PARFUMS DE,GREENLY TOP,,GREENLY TOP,240175,1.00KG,1100,$ 301
PARFUMS DE,GREENLY,LZ,MARA,354056-T,1.00KG,700,$ 191
PARFUMS DE,ISPAZON,LZ,VODAR,233500,1.00KG,550,$ 150
PARFUMS DE,ORIANA,LZ,CRISEIDE,503894,1.00KG,550,$ 150
PARFUMS DE,DELINA LA ROSES,,DELINA LA ROSES,240210,1.00KG,1000,$ 273
PARFUMS DE,PEGASUS EXCLUSIF,,PEGASUS EXCLUSIF,240144,1.00KG,950,$ 260
PARFUMS DE,KALAN TOP,,KALAN TOP,240916,1.00KG,1100,$ 301
PERFUMES DE,DELINA TOP,,DELINA TOP,240171,1.00KG,950,$260
PERFUMS DE MARLY,LAYTON TOP,,LAYTON TOP,240411,1.00KG,1000,$273
PARIS HILTON,HOTEL,LZ,HOTEL,346720-A,1.00KG,275,$ 75
PARIS HILTON,PARIS HILTON TOP,,PARIS HILTON TOP,240770,1.00KG,350,$ 96
PATCHOULI,PATCHOULI,,PATCHOULI,3000567,1.00KG,275,$ 75
PATCHOULI,PATCHOULI PURE TOP,,PATCHOULI PURE TOP,3000568,1.00KG,660,$ 180
PENHALIGONS,THE CUT,,THE CUT,250431,1.00KG,700,$ 191
PENHALIGONS,MR HARROD,,MR HARROD,250362,1.00KG,1500,$ 409
PENHALIGONS,VRA VRA VROOM,,VRA VRA VROOM,250052,1.00KG,700,$ 191
PENHALIGONS,FORTUITOUS FINLEY EDP,,FORTUITOUS FINLEY EDP,250014,1.00KG,1200,$ 327
PENHALIGONS,THE DANDY,,THE DANDY,240751,1.00KG,1400,$ 382
PENHALIGONS,CHANGING CONSTANCE,,CHANGING CONSTANCE,240749,1.00KG,1100,$301
PENHALIGONS,HALFETI CEDAR,,HALFETI CEDAR,240583,1.00KG,1100,$ 301
PENHALIGONS,CAIRO,,CAIRO,240471,1.00KG,1050,$ 287
PENHALIGONS,ALULA,,ALULA,240295,1.00KG,1300,$ 355
PENHALIGONS,"THE OMNISCIENT MR
THOMPSON",,"THE OMNISCIENT MR
THOMPSON",240836,1.00KG,900,$245
PENHALIGON'S,THE BLAZING MR SAM,LZ,BLUE BULL,339913-A,1.00KG,600,$ 164
PENHALIGON'S,THE BLAZING MR SAM,LZ,BLUE BULL,339913-B,1.00KG,450,$ 123
PENHALIGON'S,CLANDESTINE CLARA 2017,LZ,PEACOCKS EYE,233253,1.00KG,720,$ 197
PENHALIGON'S,HALFETI,LZ,TURKISH VILLAGE,461624,1.00KG,530,$ 145
PENHALIGON'S,"THE TRAGEDY OF LORD
GEORGE TOP",,"THE TRAGEDY OF LORD
GEORGE TOP",240604,1.00KG,1200,$ 327
PENHALIGON'S,"THE WORLD ACCORDING
ARTHUR",,"THE WORLD ACCORDING
ARTHUR",240657,1.00KG,1500,$ 409
PENHALIGON'S,LEGACY OF PETRA,LZ,TREASURE IN THE ROCK,462342,1.00KG,600,$ 164
PENHALIGON'S,SPORTS CAR CLUB,,SPORTS CAR CLUB,250364,1.00KG,1500,$ 409
PENHALIGON'S,THE BEWTCHING YESMIN,,THE BEWTCHING YESMIN,240130,1.00KG,700,$ 191
PENHALIGON'S,EMPRESSA,,EMPRESSA,3000570,1.00KG,275,$ 75
PENHALIGON'S,HALFETI,,HALFETI,3000571,1.00KG,275,$ 75
PENHALIGON'S,HALFETI LEATHER TOP,,HALFETI LEATHER TOP,3000572,1.00KG,610,$ 167
PHILIPP PLEIN,THE SKULL,LZ,JET SETTER,233476-T,1.00KG,880,$ 240
PHILIPP PLEIN,NO LIMITS,,NO LIMITS,3000573,1.00KG,330,$ 90
POWDERY,BABY SHOP,LZ,BABY SHOP,232064-N,1.00KG,275,$ 75
POWDERY,KIDDY,LZ,KIDDY,338905-A,1.00KG,275,$ 75
POWDERY,BABELION,LZ,BEBELION,359984,1.00KG,275,$ 75
PRADA,MARIENBAD,,MARIENBAD,250458,1.00KG,550,$ 150
PRADA,PARADIGME,,PARADIGME,250217,1.00KG,850,$ 232
PRADA,PRADA PARADOXE RADICAL ESSENCE 2025,,PRADA PARADOXE RADICAL ESSENCE 2025,250202,1.00KG,850,$ 232
PRADA,LUNA ROSSA EXTREAM,,LUNA ROSSA EXTREAM,250026,1.00KG,850,$ 232
PRADA,PARADOXE INTENSE,,PARADOXE INTENSE,240927,1.00KG,950,$ 260
PRADA,PARADOXE VIRTUAL FLOWER,,PARADOXE VIRTUAL FLOWER,240689,1.00KG,1300,$ 355
PRADA,PRADA CANDY,LZ,MISS LOLIPOP,230210,1.00KG,490,$ 134
PRADA,L HOMME TOP,,L HOMME TOP,240440,1.00KG,700,$ 191
PRADA,LUNA ROSSA BLACK TOP,,LUNA ROSSA BLACK TOP,240352,1.00KG,850,$ 232
PRADA,PRADA CANDY NIGHT,,PRADA CANDY NIGHT,3000574,1.00KG,275,$ 75
PRADA,LUNA ROSSA OCEAN,,LUNA ROSSA OCEAN,240079,1.00KG,700,$ 191
PRADA,PARADOXE TOP,,PARADOXE TOP,240034,1.00KG,1000,$ 273
PRADA CANDY,PRADA CANDY,,PRADA CANDY,3000575,1.00KG,275,$ 75
RAMON BEJAR,BLACK STONE EXTRAIT DE,,BLACK STONE EXTRAIT DE,250335,1.00KG,1500,$ 409
REMY LATOURE,CIGAR,,CIGAR,250143,1.00KG,700,$ 191
REEF PERFUMES,REEF 27,,REEF 27,240012,1.00KG,850,$ 232
REEF PERFUMES,REEF 6,,REEF 6,240523,1.00KG,850,$ 232
REEF PERFUMES,REEF 11,,REEF 11,240892,1.00KG,1000,$ 273
REEF PERFUMES,ARABS OF DIRIYAH,,ARABS OF DIRIYAH,240889,1.00KG,1000,$ 273
REEF PERFUMES,REEF 19,,REEF 19,240890,1.00KG,1000,$ 273
REEF PERFUMES,REEF 33 WHITE,,REEF 33 WHITE,240891,1.00KG,1000,$ 273
REEF PERFUMES,REEF 33,,REEF 33,240549,1.00KG,850,$ 232
RALPH LAURAN,POLO 67,,POLO 67,240896,1.00KG,1100,$ 301
RALPH LAURAN,"POLO EARTH AUSTRAL
SANDALWOOD",,"POLO EARTH AUSTRAL
SANDALWOOD",240814,1.00KG,700,$ 191
RALPH LAURAN,RALPH'S CLUB PARFUM,,RALPH'S CLUB PARFUM,3000576,1.00KG,275,$ 75
RALPH LAUREN,POLO SUPREME OUD,LZ,RITZY JERSEY,501985-A,1.00KG,550,$ 150
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
RALPH LAUREN,POLO RED,,POLO RED,240128,1.00KG,450,$ 123
RALPH LAUREN,POLO BLUE,,POLO BLUE,240288,1.00KG,580,$ 158
RALPH LAUREN,POLO SPORT,,POLO SPORT,240725,1.00KG,275,$ 75
RALPH LAUREN,POLO ULTRA BLUE MAN,,POLO ULTRA BLUE MAN,3000579,1.00KG,275,$ 75
RALPH LAUREN,WOMAN,,WOMAN,3000580,1.00KG,275,$ 75
RALPH LAUREN,POLO SPORT,,POLO SPORT,3000581,1.00KG,275,$ 75
RALPH LAUREN,POLO DEEP BLUE,,POLO DEEP BLUE,3000582,1.00KG,300,$ 82
RAMON MONEGAL,MATADOR,,MATADOR,250424,1.00KG,700,$ 191
RAMON MONEGAL,FLAMENCO,LZ,SPANISH DANCE,343771,1.00KG,600,$ 164
RASASI,BLUE LADY,,BLUE LADY,250065,1.00KG,275,$ 75
RASASI,HAWAS ICE,,HAWAS ICE,240038,1.00KG,300,$ 82
RASASI,HAWAS,,HAWAS,240054,1.00KG,275,$ 75
RASASI,AFSHAN,,AFSHAN,3000583,1.00KG,275,$ 75
RASASI,BAKHOOR AL DHEKRA,,BAKHOOR AL DHEKRA,3000584,1.00KG,440,$ 120
RASASI,BAKHOOR JEBAL ALI,,BAKHOOR JEBAL ALI,3000585,1.00KG,275,$ 75
RASASI,BAKHOOR JEBAL ALI TOP,,BAKHOOR JEBAL ALI TOP,3000586,1.00KG,500,$ 137
RASASI,"BAKHOOR RAQIYA
AMBROXAN",,"BAKHOOR RAQIYA
AMBROXAN",3000587,1.00KG,330,$ 90
RASASI,BAKHOOR RAQIYA CASHMERAN,,BAKHOOR RAQIYA CASHMERAN,3000588,1.00KG,390,$ 107
RASASI,EMOTION MEN,,EMOTION MEN,3000590,1.00KG,275,$ 75
RASASI,ESRRA BY RASASI,,ESRRA BY RASASI,3000591,1.00KG,275,$ 75
RASASI,GHAIR AL NAS,,GHAIR AL NAS,3000592,1.00KG,610,$ 167
RASASI,HAREER MUSK COLLECTION,,HAREER MUSK COLLECTION,3000593,1.00KG,275,$ 75
RASASI,INSHERAH GOLD BY RASASI,,INSHERAH GOLD BY RASASI,3000594,1.00KG,275,$ 75
RASASI,NAQAYA MUSK COLLECTION,,NAQAYA MUSK COLLECTION,3000595,1.00KG,275,$ 75
RASASI,NASEEM AL FAJR,,NASEEM AL FAJR,3000596,1.00KG,610,$ 167
RASASI,QASAMAT EBHAR,,QASAMAT EBHAR,3000597,1.00KG,275,$ 75
RASASI,RAQIYA - D,,RAQIYA - D,3000598,1.00KG,420,$ 115
RASASI,RAQIYA -C,,RAQIYA -C,3000599,1.00KG,275,$ 75
RASASI,ROMANCE WOMEN,,ROMANCE WOMEN,3000600,1.00KG,275,$ 75
RASASI,ROYALE BLUE MEN,,ROYALE BLUE MEN,250064,1.00KG,220,$ 60
RASASI,ROYALE MEN,,ROYALE MEN,3000602,1.00KG,275,$ 75
RASASI,SAAB AL MARAM,,SAAB AL MARAM,3000603,1.00KG,500,$ 137
RASASI,SHARKI MUSK COLLECTION,,SHARKI MUSK COLLECTION,3000604,1.00KG,275,$ 75
RASASI,SOTOOR WAAW,,SOTOOR WAAW,3000605,1.00KG,275,$ 75
RASASI,WISAL,,WISAL,3000606,1.00KG,275,$ 75
RASASI,OUDH ALMETHALI,,OUDH ALMETHALI,3000607,1.00KG,330,$ 90
RASSASI,ARBA WARDAT,,ARBA WARDAT,3000608,1.00KG,275,$ 75
REHAB,ASEEL,,ASEEL,3000609,1.00KG,275,$ 75
REHAB,LORD BY AL REHAB,,LORD BY AL REHAB,3000610,1.00KG,275,$ 75
REHAB,SABAYA,,SABAYA,3000611,1.00KG,275,$ 75
REHAB,SOFT,,SOFT,3000612,1.00KG,275,$ 75
REHAB,SULTAN AL REHAB,,SULTAN AL REHAB,3000613,1.00KG,275,$ 75
REVEDOR,REVEDOR,,REVEDOR,3000614,1.00KG,275,$ 75
RITUALS,NUIT D'AZAR,LZ,ORIENTAL DAWN,343706,1.00KG,610,$ 167
RITUALS,POEME D' AZAR,LZ,ORIENTAL LOVE LETTE,503580,1.00KG,660,$ 180
ROBERTO CAVALLI,SERPENTINE 2025,,SERPENTINE 2025,250428,1.00KG,850,$ 232
ROBERTO CAVALLI,PARADISO ROSA,,PARADISO ROSA,240984,1.00KG,850,$ 232
ROBERTO CAVALLI,ACQUA W,LZ,TURQUOISE CROWN,701038,1.00KG,385,$ 105
ROBERTO CAVALLI,DIVINE OUD,LZ,GOLDEN JAGUAR,400086,1.00KG,660,$ 180
ROBERTO CAVALLI,JUST CAVALLI W,LZ,NEW FILLY,500914,1.00KG,440,$ 120
ROBERTO CAVALLI,SUPREME SANDAL,LZ,BLACK JAGUAR,461341,1.00KG,660,$ 180
ROBERTO CAVALLI,TIGER OUD W,LZ,AGAR CROWN,500979,1.00KG,500,$ 137
ROBERTO CAVALLI,UOMO LA NOTTE,LZ,SEDUCTIVE FRESHNESS,233655,1.00KG,500,$ 137
ROBERTO CAVALLI,UOMO M,LZ,REPTILE,260782,1.00KG,440,$ 120
ROBERTO CAVALLI,DEEP DESIRE,,DEEP DESIRE,3000615,1.00KG,330,$ 90
ROBERTO CAVALLI,FLORENCE,,FLORENCE,3000616,1.00KG,310,$ 85
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
ROBERTO CAVALLI,"PARADISIO ROBERTO
CAVALLI",,"PARADISIO ROBERTO
CAVALLI",3000617,1.00KG,275,$ 75
ROBERTO CAVALLI,ROBERTO CAVALLI AQUA,,ROBERTO CAVALLI AQUA,3000618,1.00KG,275,$ 75
ROBERTO CAVALLI,ROBERTO CAVALLI GOLD W,,ROBERTO CAVALLI GOLD W,3000619,1.00KG,275,$ 75
ROBERTO CAVALLI,ROBERTO CAVALLI GOLD W,,ROBERTO CAVALLI GOLD W,3000620,1.00KG,275,$ 75
ROCHAS,AUDACE,,AUDACE,250269,1.00KG,850,$ 232
ROCHAS,MAN,LZ,TAZZA DORO,234233-A,1.00KG,270,$ 74
ROCHAS,GIRL,LZ,PURE JEUNESSE,354253-A,1.00KG,350,$ 96
ROCHAS,BYZANCE 2019,,BYZANCE 2019,3000621,1.00KG,500,$ 137
ROCHAS,L'HOMME ROCHAS,,L'HOMME ROCHAS,3000622,1.00KG,500,$ 137
ROJA,PERFUME DE LA NUIT,,PERFUME DE LA NUIT,250361,1.00KG,1100,$ 301
ROJA,ELYSIUM NOIR,,ELYSIUM NOIR,250299,1.00KG,1900,$ 519
ROJA,ISOLA SOL,,ISOLA SOL,250289,1.00KG,1500,$ 409
ROJA,LOST IN PARIS SUPER,,LOST IN PARIS SUPER,250251,1.00KG,900,$ 245
ROJA,LOST IN PARIS TOP,,LOST IN PARIS TOP,240910,1.00KG,1500,$ 409
ROJA,UNITED ARAB EMIRATES,,UNITED ARAB EMIRATES,250242,1.00KG,1000,$ 273
ROJA,HAUTE LUXE,,HAUTE LUXE,250207,1.00KG,850,$ 232
ROJA,A MIDSUMMER DREAM,,A MIDSUMMER DREAM,240994,1.00KG,1500,$ 409
ROJA,AOUD,,AOUD,240800,1.00KG,850,$ 232
ROJA,MUSK AOUD,,MUSK AOUD,240734,1.00KG,1500,$ 409
ROJA,MANHATTAN EDP,LZ,EMPIRE STATE,462400,1.00KG,700,$ 191
ROJA,AHLAM,LZ,ORIENTAL STARLET,503627-B,1.00KG,350,$ 96
ROJA,51 EAU DE PARFUME POUR,LZ,BURLINGTON,343744-B,1.00KG,450,$ 123
ROJA,DANGER POUR HOMME,LZ,HIGH VOLTAGE,694432,1.00KG,560,$ 153
ROJA,OLIGARCH ROJA,LZ,COURCHEVEL,233956-A,1.00KG,550,$ 150
ROJA,51 POUR FEMME,LZ,BURLINGTON,343744,1.00KG,530,$ 145
ROJA,MADISON POUR FEMME,LZ,ABSOLUTE BEAUTY,343745,1.00KG,550,$ 150
ROJA,DANGER POUR HOMME,LZ,HIGH VOLTAGE,232069-T,1.00KG,720,$ 197
ROJA,"ELIXIR POUR FEMME
ESSENCE DE",LZ,INVISIBLE  GODDESS,233684,1.00KG,550,$ 150
ROJA,ELYSIUM POUR HOMME PARFUM,LZ,SENTINEL,353736,1.00KG,770,$ 210
ROJA,SCANDAL POUR HOMME,LZ,DARK DAVE,232480,1.00KG,610,$ 167
ROJA,ELYSIUM POUR HOMME PARFUM TOP,,ELYSIUM POUR HOMME PARFUM TOP,240063,1.00KG,1300,$ 355
ROJA,OLIGARCH ROJA,LZ,COURCHEVEL,233956-T,1.00KG,1100,$ 301
ROJA,AMBER AOUD,,AMBER AOUD,240799,1.00KG,990,$ 270
ROJA DOVE,HAUTE PARFUMERIE 20TH ANNIVERSARY,,HAUTE PARFUMERIE 20TH ANNIVERSARY,240444,1.00KG,1400,$ 382
ROJA DOVE,BURLINGTON 1819,,BURLINGTON 1819,240410,1.00KG,1400,$ 382
ROJA DOVE,BRITANIA,,BRITANIA,240243,1.00KG,700,$ 191
ROJA DOVE,OCENIA,,OCENIA,240238,1.00KG,1250,$ 341
ROJA DOVE,ISOLA BLU,,ISOLA BLU,240236,1.00KG,1000,$ 273
ROJA DOVE,LAKME,,LAKME,240233,1.00KG,1600,$ 437
ROJA DOVE,TURANDOT,LZ,KINGDOM OF GOLD,343991,1.00KG,600,$ 164
ROJA DOVE,ENIGMA POUR FEMME,,ENIGMA POUR FEMME,250177,1.00KG,550,$ 150
ROJA DOVE,ENIGMA POUR FEMME TOP,LZ,SECRET,343746-T,1.00KG,1100,$ 301
ROJA DOVE,APEX TOP,,APEX TOP,240735,1.00KG,1300,$ 355
ROJA DOVE,ELYSIUM POUR FEMME TOP,,ELYSIUM POUR FEMME TOP,240450,1.00KG,1300,$ 355
ROJA DOVE,ELYSIUM EAU INTENSE,,ELYSIUM EAU INTENSE,240798,1.00KG,1500,$ 409
ROJA DOVE,"ELYSIUM POUR HOMME
COLONGE",,"ELYSIUM POUR HOMME
COLONGE",240102,1.00KG,1245,$ 340
ROJA DOVE,SWEETIE AOUD,,SWEETIE AOUD,3000624,1.00KG,1650,$ 451
ROJA DOVE,CANDY AOUD,,CANDY AOUD,3000625,1.00KG,1000,$ 273
ROSENDO MATEU,ROSENDO MATEU NO 5 FLORAL AMBER SENSUAL MUSK,,ROSENDO MATEU NO 5 FLORAL AMBER SENSUAL MUSK,240228,1.00KG,1600,$ 437
ROSENDO MATEU,ROSENDO MATEU NO.07,,ROSENDO MATEU NO.07,3000629,1.00KG,950,$ 260
ROSENDO MATEU,ROSENDO MATEU NO.06,,ROSENDO MATEU NO.06,3000630,1.00KG,1450,$ 396
SORA DORA,JANY,,JANY,250369,1.00KG,450,$ 123
SWEET TOOTH,SABRINA CARPENTER,,SABRINA CARPENTER,250243,1.00KG,550,$ 150
SOL DE JANERIO,CHEIROSA 59,,CHEIROSA 59,250435,1.00KG,440,$ 120
SOL DE JANERIO,CHEIROSA 40,,CHEIROSA 40,250436,1.00KG,440,$ 120
SOL DE JANERIO,RIO RADIANCE MIST,,RIO RADIANCE MIST,250437,1.00KG,500,$ 137
SOL DE JANERIO,CHEIROSA 48,,CHEIROSA 48,250438,1.00KG,440,$ 120
SOL DE JANERIO,CHEIROSA 87,,CHEIROSA 87,250133,1.00KG,275,$ 75
SOL DE JANERIO,DANCA MISTICA,,DANCA MISTICA,250053,1.00KG,330,$ 90
SOL DE JANERIO,FLOR MISTICA,,FLOR MISTICA,250055,1.00KG,300,$ 82
SOL DE JANERIO,SUMMER E AMOR,,SUMMER E AMOR,240939,1.00KG,275,$ 75
SOL DE JANERIO,CHEIROSA 39,,CHEIROSA 39,240938,1.00KG,275,$ 75
SOL DE JANERIO,CHEIROSA 76,,CHEIROSA 76,240847,1.00KG,330,$ 90
SOL DE JANERIO,CHEIROSA 71,,CHEIROSA 71,240655,1.00KG,275,$ 75
SOL DE JANERIO,BRAZILIAN CRUSH CHEIROSA 62,,BRAZILIAN CRUSH CHEIROSA 62,240500,1.00KG,275,$ 75
STRANGELOVE NYC,DEAD OF KNIGHT,,DEAD OF KNIGHT,240198,1.00KG,1080,$ 295
SABAIK,SABAIK SATCOO,,SABAIK SATCOO,3000631,1.00KG,550,$ 150
SADAF,SADAF,,SADAF,3000632,1.00KG,275,$ 75
SALVATORE,FERRAGAMO EMOZIONE,,FERRAGAMO EMOZIONE,250074,1.00KG,850,$ 232
SALVATORE,AMO FERRAGAMO,LZ,DOLCE TESORO,400121,1.00KG,500,$ 137
SALVATORE,FERRAGAMO,LZ,ITALIANO,343836-T,1.00KG,740,$ 202
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
SANDAL,SANDAL,,SANDAL,240759,1.00KG,275,$ 75
SANDALIYA,SANDALIYA,,SANDALIYA,240727,1.00KG,390,$ 107
SANDALIYA,SANDALIYA TOP,,SANDALIYA TOP,240758,1.00KG,550,$ 150
SANTA EULAILA,CROCUS,LZ,IBIZA VIBES,352874,1.00KG,470,$ 128
Scents of Wood,VANILLA IN BOUBORN,,VANILLA IN BOUBORN,3000637,1.00KG,1150,$ 314
SCULPTURE,SCULPTURE,,SCULPTURE,3000638,1.00KG,275,$ 75
SECOND WIFE,SECOND WIFE,,SECOND WIFE,240090,1.00KG,275,$ 75
SENSUAL,SENSUAL,,SENSUAL,240715,1.00KG,275,$ 75
SERGE LUTENS,CHERGUI TOP,,CHERGUI TOP,240697,1.00KG,1000,$ 273
SHAIK,CHIC SHAIK NO.70,LZ,SULTAN OF VOGUE,357564,1.00KG,770,$ 210
SHAIK,SHAIK CLASSIC GOLD EDITION,LZ,GOLD SHEIKH,338794,1.00KG,720,$ 197
SHAIK,SHAIK NO 30,LZ,SULTAN OF STYLE,461369,1.00KG,610,$ 167
SHAIK,"SHAIK NO,77 MEN",LZ,OPULENT SHEIK,230780-A,1.00KG,275,$ 75
SHAIK,"SHAIK NO,77 MEN",LZ,SULTAN OF RICHES,230780,1.00KG,330,$ 90
SHAIK,SHAIK OPULENT NO 33,LZ,SULTAN OF BLISS,508799,1.00KG,350,$ 96
SHAIK,SHEIKH 77 ENGLAND TOP,,SHEIKH 77 ENGLAND TOP,3000640,1.00KG,330,$ 90
SHAMAMA AMBER,SHAMAMA AMBER,,SHAMAMA AMBER,3000641,1.00KG,275,$ 75
SHEIKH AL ARAB,SHEIKH AL ARAB,,SHEIKH AL ARAB,3000642,1.00KG,275,$ 75
SHEIKH AL SHUYUKH TOP,SHEIKH AL SHUYUKH TOP,,SHEIKH AL SHUYUKH TOP,3000643,1.00KG,390,$ 107
SHEIKH AL SUYK,SHEKH AL SYUK,,SHEKH AL SYUK,3000644,1.00KG,275,$ 75
SHEIKHA,Q8,LZ,SHEIKHA,336164,1.00KG,295,$ 81
SHEIKHA,SHEIKHA,,SHEIKHA,3000645,1.00KG,275,$ 75
SHEKH RASHID,SHEKH RASHID,LZ,SHEKH RASHID,343901-T,1.00KG,1980,$ 541
SHISEIDO,ZEN,LZ,MEDITATION,237919,1.00KG,460,$ 125
Simone Andreoli,VICEBOMB,,VICEBOMB,FJGHS74,1.00KG,1300,$ 355
SISLEY,EAU DE SOIR SISLEY,,EAU DE SOIR SISLEY,3000646,1.00KG,275,$ 75
SO OUD,SO OUD,,SO OUD,240720,1.00KG,275,$ 75
SOSPIRO,IL PADRINO,,IL PADRINO,250090,1.00KG,850,$ 232
SOSPIRO,MARASCHINO,,MARASCHINO,240614,1.00KG,1500,$ 409
SOSPIRO,BIBRATO,,BIBRATO,240261,1.00KG,700,$ 191
SOSPIRO,ACCENTO,,ACCENTO,250320,1.00KG,850,$ 232
SOSPIRO,ACCENTO,LZ,DEEP SINGH,501962-D,1.00KG,320,$ 87
SOSPIRO,ACCENTO,LZ,DEEP SIGH,501962-E,1.00KG,1100,$ 301
SOSPIRO,ERBA PURA MAGICIA TOP,LZ,TURQUOISE AURA,261249-T,1.00KG,1100,$ 301
SOSPIRO,ENSEMBLE,LZ,COLLECTIVE,343636,1.00KG,610,$ 167
SOSPIRO,ERBA PURA TOP,,ERBA PURA TOP,240299,1.00KG,1200,$ 327
SOSPIRO,ERBA PURA,LZ,PURPLE AURA,232080-K,1.00KG,450,$ 123
SOSPIRO,ERBA PURA,LZ,PURPLE AURA,232080-A,1.00KG,550,$ 150
SOSPIRO,ERBA PURA,LZ,PURPLE AURA,232080,1.00KG,500,$ 137
SOSPIRO,ERBA PURA,LZ,PURPLE AURA,232080-T,1.00KG,940,$ 257
SOSPIRO,LAYLATI,LZ,SOSLAY,338929-T,1.00KG,1375,$ 376
SOSPIRO,OPERA,LZ,FLOWER BALLAD,338931-T,1.00KG,660,$ 180
SOSPIRO,OUVERTURE,LZ,OVERTIME,342722,1.00KG,550,$ 150
SOSPIRO,ACCENTO,LZ,DEEP SIGH,501962-F,1.00KG,770,$ 210
SOSPIRO,MUSE,,MUSE,3000648,1.00KG,660,$ 180
STEFANO RICCI,ROYAL EAGLE GOLD,,ROYAL EAGLE GOLD,240246,1.00KG,700,$ 191
STEFANO RICCI,ROYAL EAGLE SPORT,,ROYAL EAGLE SPORT,240116,1.00KG,850,$ 232
"STEPHANE HUM
LUCAS",THE QUEEN & THE VIPER TOP,,THE QUEEN & THE VIPER TOP,250300,1.00KG,1100,$ 301
STEPHANE HUM LUCAS,THE QUEEN & THE VIPER SUPER,,THE QUEEN & THE VIPER SUPER,250305,1.00KG,730,$ 200
STEPHANE HUM LUCAS,LE 8,,LE 8,250197,1.00KG,1100,$ 301
"STEPHANE HUM
LUCAS",SAND DANCE,,SAND DANCE,240820,1.00KG,1200,$ 327
"STEPHANE HUM
LUCAS",SEA MY LOVE,,SEA MY LOVE,240628,1.00KG,1500,$ 409
STEPHANE HUM LUCAS,LADY WHITE SNAKE,,LADY WHITE SNAKE,240577,1.00KG,1200,$ 327
STEPHANE HUM LUCAS,PINK BOA,,PINK BOA,240511,1.00KG,1000,$ 273
STEPHANE HUM LUCAS,VENOM INCARNAT,,VENOM INCARNAT,240510,1.00KG,1000,$ 273
"STEPHANE HUM
LUCAS",GOD OF FIRE,,GOD OF FIRE,240183,1.00KG,1500,$ 409
"STEPHANE HUM
LUCAS",MORTAL SKIN,LZ,GOLDEN  DAWN,461525,1.00KG,610,$ 167
"STEPHANE HUM
LUCAS","SOLEIL DE JEDDAH MANGO
KISS",,"SOLEIL DE JEDDAH MANGO
KISS",240513,1.00KG,1350,$ 369
STEPHANE HUM LUCAS,SOLEIL DE JEDDAH,LZ,SMOKY DUSK,461523,1.00KG,660,$ 180
SUGAR BABY / SOFT,SUGAR BABY / SOFT,,SUGAR BABY / SOFT,3000649,1.00KG,275,$ 75
SUHAILAH,SUHAILAH,,SUHAILAH,3000650,1.00KG,275,$ 75
SUHALAH,MUKALLAT  SHU,,MUKALLAT  SHU,3000651,1.00KG,275,$ 75
SULTAN,SULTAN BEST,,SULTAN BEST,3000652,1.00KG,390,$ 107
SWISS ARABIAN,SHAGHAF AMBER INFUSION,,SHAGHAF AMBER INFUSION,250356,1.00KG,800,$ 218
SWISS ARABIAN,SGAGHAF VANILLA TOFFEE,,SGAGHAF VANILLA TOFFEE,240862,1.00KG,500,$ 137
SWISS ARABIAN,MUKHALLAT ARAIS LUZI,LZ,MUKHALLAT ARAIS,340813,1.00KG,275,$ 75
BRAND,NAME,ORI,CN,CODE,QTY,AED,USD
SWISS ARABIAN,NOORA LUZI,LZ,NUBIA,500924,1.00KG,275,$ 75
SWISS ARABIAN,ARAIS,,ARAIS,3000653,1.00KG,275,$ 75
SWISS ARABIAN,BAKHOOR DIJAZ,,BAKHOOR DIJAZ,3000654,1.00KG,275,$ 75
SWISS ARABIAN,CHI CHI PINK SAPIL,,CHI CHI PINK SAPIL,3000655,1.00KG,275,$ 75
SWISS ARABIAN,DUKHOON AL YAS,,DUKHOON AL YAS,3000656,1.00KG,275,$ 75
SWISS ARABIAN,JANNATUL FIRDOUS,,JANNATUL FIRDOUS,240041,1.00KG,275,$ 75
