fatima ,,,,
,,,,
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
TOMFORD,COSTA AZZURRA,S400314,$221,810
TOMFORD,EBENE FUME,,$328,1200
TOMFORD,OMBRE LEATHER PARFUM,,$265,970
TOMFORD,ROSE D'AMALFI,,$355,1300
TOMFORD,ROSE DE CHINE,,$478,1750
TOMFORD,ROSE DE RUSSIE,,$295,1080
TOMFORD,METALLIQUE,,$246,900
TOMFORD,CAFÉ ROSE,,$175,640
TOMFORD,VANILLA SEX TOP,S400472,$301,1100
TOMFORD,MYRRHE MYSTERE,,$396,1450
TOMFORD,BOIS PACIFIQUE,,$284,1040
TOMFORD,ROSE EXPOSED,,$191,700
TOMFORD,OUD VOYAGER,,$391,1430
TOMFORD,BLACK ORCHID RESERVE,,$363,1330
TOMFORD,CHERRY SMOKE TOP,,$260,950
TOMFORD,CHERRY SMOKE  (MEDIUM),,$130,475
TOMFORD,ELECTRIC CHERRY TOP,,$279,1020
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
TOMFORD,VANILLE FATALE 2024,,$232,850
TOMFORD,AMBER INTRIGUE TOP,,$254,930
TOMFORD,BITTER PEACH TOP,,$235,860
TOMMY HILFIGER,IMPACT TOGETHER,,$164,600
TOT NIKKAR,TOT NIKKAR,,$130,475
THE MERCHANT OF,VINEGIA 21,PB555,$355,1300
TRISH MC EVOY,SEXY 9 BLACKBERRY & VANILLA MUSK,,$235,860
TRUSSARDI,I VICOLI VIA FLORI CHIARI,,$191,700
TRUSSARDI,APERITIVO MILANESE PORTA NUOVA,,$219,800
TRUSSARDI,TRUSSARDI DONNA,,$183,670
TURAB AL DAHAB,TURAB AL DAHAB,,$130,475
UNIQUE'E LUXURY,ZENGI,PB600,$437,1600
UNIQUE'E LUXURY,KUTAY  TOP,,$355,1300
UNIQUE'E LUXURY,CRUSH ON ME,,$628,2300
VILHELM,CHIMLIKA,PB601,$286,1050
VALENTINO,SOGNO IN ROSSO,PB45,$286,1050
VALENTINO,ROCKSTUD NOIR,PB46,$286,1050
VALENTINO,UOMO BORN IN ROMA EXTRADOSE,PB47,$327,1200
VALENTINO,DONNA BORN IN ROMA EXTRADOSE TOP,S400437,$273,1000
VALENTINO,DONNA BORN IN ROMA EXTRADOSE,S400494,$232,850
VALENTINO,UOMO BORN IN ROMA  CORAL FANTASY,PB498,$286,1050
VALENTINO,DONNA BORN IN ROMA CORAL FANTASY,S40093,$166,610
VALENTINO,DONNA BORN IN ROMA THE GOLD,PB49,$286,1050
VALENTINO,UOMO BORN IN ROMA THE GOLD,S400440,$301,1100
VALENTINO,DONNA BORN IN ROMA GREEN STRAVAGANZA,PB51,$301,1100
VALENTINO,UOMO BORN IN ROMA GREEN STRAVAGANZA,PB52,$301,1100
VALENTINO,VALENTINA 2025,PB5301,$327,1200
VALENTINO,UOMO BORN IN ROMA FOR MAN,IP-0167,$301,1100
VALENTINO,DONNA BORN IN ROMA WOMAN,S400275,$191,700
VALENTINO,DONNA BORN IN ROMA INTENSE,IP-458,$301,1100
VALENTINO,UOMO BORN IN ROMA INTENSE,IP-459,$286,1050
VALENTINO,DONNA BORN IN ROMA IVORY,S400120,$178,650
VALENTINO,UOMO BORN IN ROMA IVORY,S400199,$229,840
VALENTINO,L'INNOCENCE DE L'AIR,,$254,930
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
VALENTINO,VALENTINO UOMO BORN IN ROMA YELLOW DREAM,S400459,$205,750
VALENTINO,VALENTINO UOMO BORN IN ROMA PURPLE MELANCHOLIA,,$286,1050
VALENTINO,VALENTINO DONNA BORN IN ROMA PURPLE MELANCHOLIA,S400124,$191,700
VAN CLEEF & ARPELS,COLLECTION EXTRAORDINAIRE ORCHIDEE VANILLE,,$194,710
VAN CLEEF & ARPELS,MOONLIGHT PATCHOULI,,$169,620
VAN CLEEF & ARPELS,POUR HOMME 2025 TOP,PB603,$286,1050
VAN CLEEF & ARPELS,MOONLIGHT CHERRY,PB604,$409,1500
VAN CLEEF & ARPELS,BOIS D AMANDE,PB604,$286,1050
VAN CLEEF & ARPELS,ROSE ROUGE,,$221,810
VAN CLEEF & ARPELS,SANTAL BLANC,,$205,750
VAN CLEEF & ARPELS,REVE DE CASHMERE,,$295,1080
VERSACE,DYLAN BLUE POUR FEMME,,$130,475
VERSACE,VERSACE CRYSTAL BLACK,,$165,606
VERSACE,CRYSTAL EMERALD,PB4578,$286,1050
VERSACE,VERSACE POUR HOMME,S400286,$142,520
VERSACE,DYLAN BLUE POUR HOMME,,$130,475
VERSACE,EROS FLAME,,$235,860
VERSACE,EROS MAN TOP,S400315,$246,900
VERSACE,BRIGHT CRYSTAL  TOP,S400334,$137,500
VERSACE,CRYSTAL NOIR TOP,S400293,$191,700
VERSACE,MAN EAU FRAÎCHE TOP,,$161,590
VERSACE,MAN EAU FRAICHE EXTREME,PB-601,$286,1050
VERSACE,GINGEMBRE PETILANT,PB0601,$286,1050
VERSACE,VANILLA ROUGE,PB0602,$327,1200
VERSACE,VERSACE YELLOW DIAMOND,PB0603,$137,500
VERSACE,VERSACE VANITAS,,$130,475
VERSACE,VERSACE EROS EA DE PARFUM,,$221,810
VERSACE,D.TURQUOISE VERSACE POUR FEMME,,$130,475
VERSACE,SAFRAN ROYAL,,$130,475
VERSACE,EROS ENERGY,,$150,550
VERSACE,CRYSTAL NOIR PARFUM,,$137,500
VERSACE,EROS NAJIM,,$227,830
VERSACE,VERSENCE VERSACE,,$197,720
VERSACE,VERSACE POUR FEMME DYLAN PURPLE,S400182,$167,610
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
VERSACE,VERSACE POUR FEMME DYLAN BLUSH PINK,S400512,$164,600
VERSACE,DYLAN BLUE POUR FEMME,,$205,750
VERTUS,SOLE PATCHOULI,,$533,1950
VERTUS,NARCOSIS,,$325,1190
VICTOR & ROLF,SPICEBOMB,S40053,$120,440
VICTOR & ROLF,FLOWERBOMB,S400132,$109,400
VICTOR & ROLF,FLOWERBOMB MIDNIGHT,,$130,475
VICTOR & ROLF,FLOWERBOMB PRETTY PEONY,PB0604,$286,1050
VICTOR & ROLF,SPICEBOMB METALIC MUSK,PB0605,$286,1050
VICTOR & ROLF,FLOWERBOMB EXTREME 2025,PB0606,$286,1050
VICTOR & ROLF,SPICEBOMB DARK LEATHER,PB0607,$355,1300
VICTOR & ROLF,SPICEBOMB EXTREAM TOP,PB 0608,$301,1100
VICTOR & ROLF,FLOWERBOMB NECTAR,,$130,475
VICTOR & ROLF,FLOWERBOMB RUBY ORCHID WOMEN,,$161,590
VICTORIA SECRET,BOMBSHELL HOLIDAY,,$130,475
VICTORIA SECRET,EAU SO SEXY EAU DE PARFUM,,$183,670
VICTORIA SECRET,EAU SO SEXY VICTORIA,,$130,475
VICTORIA SECRET,HARDCORE ROSE,,$169,620
VICTORIA SECRET,JUST A KISS,,$145,530
VICTORIA SECRET,MANGO TEMPTATION,,$130,475
VICTORIA SECRET,TEMPTATION,,$130,475
VICTORIA SECRET,VERY SEXY NOW,,$130,475
VICTORIA SECRET,VICTORIA'S SECRET PARIS,,$130,475
VICTORIA SECRET,BOMBSHELL  TOP,S400319,$131,480
VICTORIA SECRET,SCANDALOUS,,$161,590
VICTORIA SECRET,BOMBSHELL GOLD,,$221,810
VICTORIA SECRET,ANGEL GOLD,,$130,475
VICTORIA SECRET,BOMBSHELL OUD,,$145,530
VICTORIA SECRET,VICTORIA'S SECRET BOMBSHELL OUD,,$205,750
VICTORIA SECRET,BOMBSHELL PASSION,,$145,530
VICTORIA SECRET,TEASE CREME CLOUD,,$130,475
VICTORIA SECRET,CANDY BABY WOMEN,,$130,475
VICTORIA SECRET,BOMBSHELL MAGIC,,$232,850
VICTORIA SECRET,TEASE SUGAR FLEUR,,$130,475
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
VICTORIA SECRET,TEASE COCOA SOIREE,,$306,1120
VICTORIA SECRET,VARY SEXY OASIS,,$205,750
VICTORIA SECRET,VERY SEXY NIGHT,PB0610,$245,900
VICTORIA SECRET,XO,PB0611,$191,700
VICTORIA SECRET,CEDAR BREEZE,PB0612,$150,550
VICTORIA SECRET,PURE SEDUCTION CASHMERE,PB0512,$130,475
VICTORIA SECRET,EAU SO SEXY TOP,PB0613,$137,500
VICTORIA SECRET,VERY SEXY,PB0614,$130,475
VICTORIA SECRET,PINK BY PINK,,$178,650
VICTORIA SECRET,LOVE IS HEAVENLY (2016),,$130,475
VICTORIA SECRET,TEASE CANDY NOIR,,$164,600
VICTORIA SECRET,BARE VANILLA,,$137,500
VICTORIA SECRET,BOMSHEEL CELEBRATION,,$150,550
VICTORIA SECRET,INTENSE,,$123,450
VICTORIA'S SECRET,BARE VANILLA,,$130,475
VILHELAM PERFUMERIE,MOON CARNIVAL,,$246,900
VILHELM PARFUMERIE,MANGO SKIN,S400109,$175,640
VILHELM PARFUMERIE,DEAR POLLY,,$130,475
VILHELM PARFUMERIE,MORNING CHEES,,$311,1140
VILHELM PARFUMERIE,PURPLE FIG,,$287,1050
WARD,WARD,,$130,475
WARD,WARD ISPARTA,,$806,2950
WHITE OUD,WHITE OUD TOP,S40024,$120,440
WHITE AMBER,WHITE AMBER TOP,,$415,1520
WHITE AMBER,WHITE AMBERY SUPER LZ,,$340,1245
WHITE AMBER,WHITE AMBER M,,$205,750
WHITE ROSE,WHITE ROSE,,$115,420
WIDIAN,NEW YORK,PB6018,$464,1700
WIDIAN,SAMAR,PB6019,$327,1200
WIDIAN,LONDON,PB6020,$409,1500
WIDIAN,HILI,PB6021,$178,650
WIDIAN,LIMITED 71 EXTREME TOP TOP,,$656,2400
XERJOFF,DURAN DURAN BLACK MOONLIGHT,PB864,$286,1050
XERJOFF,SYMPHONIUM TOP,IP-584,$314,1150
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
XERJOFF,LOUIS XV 1722 ROSÉ,PB9848,$245,900
XERJOFF,ESQUEL TOP,IP-0132,1800,$491
XERJOFF,NIO TOP,IP470,$382,1400
XERJOFF,PURPLE ACCENTO,S400384,$213,780
XERJOFF,40 KNOTS,,$205,750
XERJOFF,ALEXANDRIA II TOP,S400376,$232,850
XERJOFF,ALEXANDRIA III,PB6032,$286,1050
XERJOFF,CASAMORATI 1888 DAMA BIANCA,IP5475,$327,1200
XERJOFF,ALEXANDRIA ORIENTALE,,$221,810
XERJOFF,AMBER GOLD,,$221,810
XERJOFF,AMBER STAR,,$205,750
XERJOFF,ERBA GOLD,,$265,970
XERJOFF,GOLDEN DALLAH,,$325,1190
XERJOFF,GRAN BALLO,,$175,640
XERJOFF,MORE THAN WORDS,,$235,860
XERJOFF,ROSE GOLD,,$205,750
XERJOFF,UDEN,,$191,700
XERJOFF,CASAMORATI 1888 MEFISTO  TOP,,$191,700
XERJOFF,ERBA PURA  TOP,S400238,$260,950
XERJOFF,MEFISTO GENTILUOMO,,$205,750
XERJOFF,CORALLO,,$161,590
XERJOFF,XJ 1861 NAXOS,S40085,$191,700
XERJOFF,1 PARFUME,PB6030,$286,1050
XERJOFF,2 PARFUME,PB6031,$355,1300
XERJOFF,NEWCLEUS 2024,PB6032,$327,1200
XERJOFF,ITALICA,PB0633,$355,1300
XERJOFF,ELIXIR PERFUME EXTRAIT,PB0634,$409,1500
XERJOFF,QUATTRO PIZZI TOP TOP,PB0635,$464,1700
XERJOFF,RICHWOOD TOP,PB0536,$327,1200
XERJOFF,TONNY LOMMI DEIFIED PARFUM,PB0537,$327,1200
XERJOFF,LIRA,PB0538,$204,750
XERJOFF,LA TOSCA,PB0539,$355,1300
XERJOFF,LA CAPITALE,PB0540,$301,1100
XERJOFF,TONY LOMMI MONKEY SPECIAL  TOP,PB356,$328,1200
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
XERJOFF,TORINO 21 TOP,S400527,$191,700
XERJOFF,TORINO 22 TOP,S400349,$260,950
XERJOFF,TORINO 23 TOP,PB0541,$286,1050
XERJOFF,TORINO 24,,$270,990
XERJOFF,TORINO 25,S400117,$191,700
XERJOFF,LEVAR DEL SOLE,,$164,600
XERJOFF,DURAN DURAN BLACK MOONLIGHT,,$260,950
XERJOFF,CORO,,$199,730
XERJOFF,ERBA GOLD NO,,$208,760
XERJOFF,GOETHEPLATZ,,$257,940
YSL,LIBRE BERRY CRUSH,S400112,$178,650
YSL,L HOMME,IP-540,$191,700
YSL,BABYCAT RAW BOURBON,PB957,$327,1200
YSL,BABY DOLL,,$130,475
YSL,LA NUIT DE L'HOMME,S400252,$158,580
YSL,Y ICED COLONGE TOP,S400493,$218,800
YSL,BLOUSE IMPERTINENT ROSE,PB0701,$382,1400
YSL,MUSE INSPIRING INK,PB0702,$327,1200
YSL,LIBRE L EAU NUE,PB0703,$327,1200
YSL,MYSELF L ABSOLU,PB0704,$286,1050
YSL,MUSE,PB0705,$327,1200
YSL,37 RUE DE BELLECHASSE,PB0706,$286,1050
YSL,GAUCHE,PB0707,$286,1050
YSL,CINEMA,PB0708,$204,750
YSL,LA NUIT DE L'HOMME BLEU ELECTRIQUE,PB0709,$260,950
YSL,BLACK OPIUM GLITTER 2025,PB0710,$286,1050
YSL,CHAMPAGNE,PB0711,$191,700
YSL,BLACK OPIUM OVER RED,PB0712,$301,1100
YSL,LIBRE LE PARFUM,PB0713,$314,1150
YSL,Y ELIXIR,PB0714,$191,700
YSL,Y EAU DE PARFUM TOP,S400485,$273,1000
YSL,Y INTENSE,PB0716,$327,1200
YSL,BLACK OPIUM LE PARFUM,PB0717,$245,950
YSL,MYSELF LE PARFUM,PB0718,$286,1080
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
YSL,LIBRE L ABSOLU PLATINE,PB0719,$314,1150
YSL,LIBRE INTENSE TOP,PB0720,$327,1200
YSL,BLACK OPIUM TOP,S400270,$152,557
YSL,BLACK OPIUM INTENSE,,$130,475
YSL,BLACK OPIUM EXTREME,,$221,810
YSL,BLACK OPIUM ILLICIT GREEN,,$221,810
YSL,BLACK OPIUM BABY CAT COLLECTOR,,$205,750
YSL,CAFTAN,,$221,810
YSL,CINAMA YSL,,$130,475
YSL,EXQUISITE EMBROIDERY,,$130,475
YSL,EXQUISITE MUSK,,$205,750
YSL,INTENSE YSL,,$130,475
YSL,KOUROS,,$130,475
YSL,LIBRE,S400128,$123,450
YSL,LIBRE EDP INTENSE,,$150,550
YSL,MON PARIS TOP,S400360,$164,600
YSL,Y BY YSL,S400271,$115,420
YSL,SUPREME BOUQUET TOP,,$205,750
YSL,SUPREME BOUQUET,,$109,400
YSL,WILD LEATHER,,$265,970
YSL,MYSELF TOP,S400313,$260,950
YSL,LIBRE L'ABSOLU PLATINE,,$150,550
YSL,LIBRE FLOWERS & FLAMES,,$175,640
YSL,LIBRE FLOWES  FLAMES,,$130,475
YSL,BABY CAT,S40039,$246,900
YSL,LIBRE L'EAU NUE,,$145,530
YSL,CUIR SUBLIME OUD,,$287,1050
YSL,LAVALLIERE,,$276,1010
YSL,LIBRE VANILLE COUTURE TOP,S400408,$251,920
YSL,TUXEDO SHARP PATCHOULI,,$265,970
YSL,Y LE PARFUM,,$137,500
YSL.,TUXEDO,,$161,590
YVES ROCHER,ROSE OUD,,$130,475
ZADIG & VOLTAIRE,ZADIG,,$245,900
ALL PRICE 1 KGS,,,,
BRAND,NAME,CODE,USD $,AED
ZADIG & VOLTAIRE,JUST ROCK FOR HIM,,$205,750
ZADIG & VOLTAIRE,THIS IS US,,$221,810
ZADIG & VOLTAIRE,THIS IS REALLY HER!,,$189,690
ZADIG & VOLTAIRE,THIS IS REALLY HER,,$189,690
ZADIG & VOLTAIRE,THIS IS HER,,$210,770
ZAFRAN,ATTAR ZAFRAN,,$130,475
ZAFRAN,ZAFRAN SUPER,,$311,1140
ZAFRAN,WHTIE ZAFRAN,,$130,475
ZARA,COZY SERENADE,,$221,810
ZARA,SUN KISSED BANANA,PB07160,$204,750
ZARA,FRESH RAIN SHOWER,PB07171,$218,800
ZARA,SECRET INFUSION,,$164,600
ZARKO PERFUME,MOLECULE NO.08,,$130,475
ZARKOPERFUME,PINK MOLECULE 090.09,,$169,620
ZARKOPERFUME,PURPLE MOLECULE 070.07,,$175,640
ZARKOPERFUME,QUANTUM MOLECULE,,$175,640
ZARKOPERFUME,MOLECULE C-19 THE BEACH,,$150,550
ZARKOPERFUME,THE MUSE,,$130,475
ZIELINSKI & ROZEN,VANILLA BLEND,,$130,475
ZIELINSKI & ROZEN,"BLACK PEPPER & AMBER ,NEROLI",,$221,810
ZIELINSKI & ROZEN,"ORANGE & JASMINE, VANILLA",,$178,650
ZIELINSKI & ROZEN,FICTION,,$260,950
ZIELINSKI & ROZEN,VETIVER & LEMON.BERGAMOT,,$191,700
ZIELINSKI & ROZEN,"PINK PAPER,ELEMI,CINNAMON,LEATHER",,$150,550
